review,binary_rating
"Es bueno, muy elegante y el trato fue excelente, las habitaciones muy buenas y la ubicación muy accesible y en un lugar tranquilo. La comida excelente. Desearía volver a hospedarme ahi. Tienen muy buen servicio de llaves para las habitaciones.",1
"El hotel tiene buen precio y ubicación en pleno centro de Mty nos toco una habitación nueva, hermosa e impecable en tonos grises muy modernos y con la alfombra súper limpia, el restaurante está muy rico y con mucha variedad, lo recomiendo muchísimo !",1
"El hotel me pareció muy bonito, las escaleras le dan un toque muy elegante, tiene una excelente ubicación, muy buena relación calidad-precio, tiene una cafetería que está rico sin ser la octava maravilla",1
"Por fuera el hotel es atractivo y llamatico, la recepción da pensar que es un hotel de 5 estrellas o de lujo, sin embargo la experiencia en general es bastante decepcionate. Empezando que una vez que pasa la impresión de ser hotel de primera, se escuchan los trabajos de remodelación siendo despues de medio día. Supuestamente por disposicion de las habitaciones me dieron ""asenso"" de habitación, sin embargo la habiatación no tenía ningun plus o extra.    El servicio de limpieza pésimo, que un día dejan amenities y otro solo hacen la cama y ni dejan completo el juego de toallas, y para colmo las toallas que dejan están percudidas, manchadas, muy viejas y asperas, algunas hasta a olor a DDT tenían, algo no congruente con la supuesta superioridad de la habitación. Solo el día de llegada tenían un sobre de servicio de cafe, que el resto de la semana nunca dejaron, ademas de que había días en que ni limpiaron la charolita donde se encuentra la cafetera y hasta mijagas dejaron quienes limpiaron. A media semana pasadas las 4 de la tarde la habitación no se había ni limpiado, teniendo que solicitar que subieran a limpiarla y recoger una charola de servicio a cuartos que llevaba desde la mañana en el pasillo. La habitación la ""limpiaron"" aunque fue el día que dejaron migajas en la charola que ademas eran de las personas de limpieza, y no dejaron la toalla que se pone en el suelo saliendo de la regadera, además que la charola del pasillo la dejaron hasta pasadas las 8pm.    -El servicio a cuartos o room service fue otra decepción ya que estiman entregar el servicio a mas tardar en 30 minutos, y hubo un día que despues de una hora se marcó a recepción para saber por el retraso, a lo que la persona solo se remitió a decir que ya no deberían de tardar. Sin embargo pasó otra media hora hasta que el servicio tocó a mi puerta, pasada la media noche y que ya me había quedado dormida esperandolos.    -El gimnasio tiene bastantes aparatos, 2 bicicletas estáticas, 4 caminadoras, 1 elíptica, 1 escaladora, equipo de poleas para trabajo con peso bastante completo y juego de mancuernas de diferentes pesos. Sin embargo no tienen mantenimiento ninguno de estos, el equipode poleas urge le den mantenimiento ya que le hace falta lubricación a dichas poleas para que puedan realizarse bien los ejercicios, las bibicletas tienen problemas con el tablero electrónico que se reinicia constantemente, la eliptica necesita ajuste, asi como la mayoría de las caminadoras que ya no les funciona muy bien la banda.  -El restaurante está pasable, no tienen gran variedad en su bufete, aunque tienen a una excelente cocinera que prepara quesadillas y huevos al gusto. El pelo en la sopa la ponen los meseros que por vender mienten y engañan a los comensales, forzandolos ademas a tomar lo que les queda de bebidas, diciendo que el bufete de comida viene con agua de frutas forzosamente y que no hay otra cosa, sin embargo cobraron la bebida aparte como si hubiera tenido opción a escoger que tomar.  Al hacer el check-out no me preguntaron como estuvo mi estancia, solicité me dieran un estado de cuenta y me lo negaron alegando que ellos tienen cupon donde estipula que la habitación está pagada y que no pueden hacer nada ni imprimir nada, mientras otros hoteles no tienen problema alguno en entregar estos estados para transparentar datos.",0
"Estuve hospedado en este hotel los primeros días de Diciembre 2017 y la verdad me pareció bastante bueno. Lo mejor sin duda es que estaba en proceso de remodelación, tocándome justo una habitación ya terminada la cuál era bastante amplia, acabados de primera y muy buena vista a la ciudad.    Sin duda regresaría al hotel.    El único pero fue que la parte del comedor estaba bastante descuidada.",1
"Partiendo de que está a media cuadra de la Macro Plaza le da una excelente ubicación, adicionalmente se encuentra frente a un jardín en una zona peatonal del centro de Monterrey, el personal digamos que cumple con su función, no más no menos, respecto a las habitaciones, llegué 2 horas antes de las 3 de la tarde hora marcada para hacer check in y me ofrecieron la habitación ya que estaba disponible a la hora que llegué, pero pagando la maravillosa cantidad de 500 pesos adicionales a lo que ya había pagado, juzguen ustedes mismos, la habitación es grande, es cómoda, sin embargo ya se va viendo la necesidad de remodelar la decoración, se desayuna rico!",1
"Es un lugar agradable y limpio, con habitaciones terminadas con muy buen gusto. Tuve un problema con la regadera del baño, el cual fue atendido de forma inmediata. Buen servicio de parte del personal que me atendió. La ubicación es excelente para visitar el centro de la ciudad de Monterrey. Sin problemas de ruido en nuestra estancia.",1
"Siempre me ha gustado este hotel porque mis hijos adoran ir a kidzania, incredible pizza, plaza sésamo y al bioparque estrella y regresar por la noche a meterse a la alberca techada con agua calientita, era genial! Los 3 años anteriores no tuvimos queja, pero ahora que fuimos en diciembre, el agua de la alberca no estaba tan calientita como debería estar, aunque todas las veces que llame a recepción me dijeron que estaba a 30 grados, pero no era así, los niños se enfermaron de gripa y calentura, yo recuerdo que un año anteriro hizo mucho frío pero ni así dejamos de meternos a la alberca, hasta vapor le salía al agua.... este año ya le pensaremos en llegar ahí en navidad porque realmente lo de la alberca era un gran atractivo , pero calientita, fria no. Otro detalle fué que una señorita del aseo TODOS los días iba a tocarnos a las 8 o 9am y nos despertaba, avise en recepción y al día siguiente volvió a pasar, volví a llamar y sólo el último día nos dejó dormir. De ahí en fuera todo muy bien, es un hotel muy centrico y el personal es muy amable.",0
"Gran lugar para hospedar, cercano a lugares de interes, unos pasos de macroplaza y paseo santa lucia, unos pasos de peatonal y centro de Monterrey, con suerte puedes encontrar hospedados a equipos de la primera division del futbol mexicano en su visita a los equipos locales!",1
"Muy buen servicio y el hotel lindo por dentro y todos los servicios acoplados para ofrecer lo necesario. Los alimentos también super ricos, regresaría sin pensarlo y lo recomendaría también. No tuve oportunidad de usas todos los servicios pero regresaría sin dudarlo",1
Muy buen servicio y atención por parte del personal de hotel. La remodelación de las habitaciones fue muy buena. Tendrían que remodelar el resto de las habitaciones. La tarifa se me hace adecuada. Rápida atención.,1
"Llevo más de 15 años hospedandome en este hotel , amamos la ubicación , la calidez , el servicio de todo su personal y por supuesto las habitaciones tan acogedoras que te brindan unas hermosas vistas !! El cambio de cadena les sentó increíble ya que las habitaciones quedaron con la misma distribución pero más lindas, les dieron un aire moderno y cada detalle encaja perfecto !! Seguirán siendo nuestro ""segundo hogar "" en Monterrey. Gracias por sus maravillosas atenciones!!",1
"Decepcionado por completo del servicio que me brindaron en la Cd. de Monterrey, mi estancia fue de tres noches en dos habitaciones, en una habitación no colocaron ningún vaso ni mucho menos una botella de agua de cortesía como en la otra ni me la ofrecieron en venta lo peor de todo que reporte y no atendieron mi quejas,; las habitaciones están confortables y muy buenos colchones, tienen que capacitar mas a su personal; a principio del año estuve hospedado en el Krystal Gran punta Cancún y el trato y atención que recibí fue en excelencia",0
"Este hotel es mi favorito en Monterrey, tiene todo, excelente ubicacion, excelentes precios, habitaciones grandes, camas muy comodas, limpio, y hasta esta ultima visita pense que tenian un excelente servicio y atencion.  pero el El pasado 9 y 10 de diciembre, me hospede en el hotel, aproveche una reunión de trabajo Y mi esposa fue conmigo a correr el maratón monterrey, por el tráfico y la tardanza del recorrido llegamos aproximadamente a la 1:00 p.m. cuando voy a recepción me atiende una persona que se llama Eduardo, le comento lo sucedido y de inmediato de una manera muy déspota me dice, “TIENE QUE PAGAR $900.00 PORQUE SE EXCEDIO EN EL CHECK OUT Y SOLO TIENE HASTA LAS 4:00 P.M. PARA SALIR DEL HOTEL” le explique la situación y no me dejo ni hablar, me dijo lo tiene que pagar forzosamente en efectivo o se lo cargare a su tarjeta, le pedí hablar con algún superior, solo se rio y dijo “señor lo va a tener que pagar.  No quise discutir con, el y nos retiramos a la habitación, a las 3:00 – 3:30 aprox, bajamos ya con las maletas y aun estaba este señor en recepción de inmediato me reconoció y ahora si me sonrió para que le pagara los $900.00 se los pague en efectivo y no me dio ningún recibo o ticket de este cobro.  Entiendo que hay un horario para check out, y que hay que pagar una ""multa"" por no haber salido en tiempo, pero este señor Eduardo, muy muy despota, burlon, esto hace que uno como huesped se sienta mal, ofendido y con ganas de no regresar, todo lo bueno que tiene el hotel puede venirse a bajo por la mala atencion de una persona.  Mande un correo a krystral antes de enviar esta reseña, pero no me responideron.  Mi intencion de esta reseña es que el hotel corrija a este tipo de personas despotas y de dudosa calidad moral para que sigan teniendo un servicio de primera.  Seguramente si me voy a seguir quedando en KRYSTAL porque en verdad es muy bueno, pero si me topo a esta persona no se que pueda pasar jajaja.",1
Desayuno muy bueno. Los elevadores son un tanto viejos. Los precios son acordes a la atención que uno obtiene. Seguramente si vuelvo a Monterrey vuelvo a hospedarme en este hotel. La vista a la Macroplaza es excelente.,1
"exelente ubicación , exelente comida y un servicio muy agradable como sugerencia el bar con el que cuentan debería ser un poco mas ambientado donde pudiese oir música en vivo y poder tomar la copa en un ambiente muy agradable",1
"Buena habitación, instalaciones cómodas y funcionales. Pero a diario apareció una cucaracha en la habitación. Pude eliminar tres de ellas. Otra anduvo cerca de cepillo de dientes lo que me generó alta desconfianza.    Buen restorán (desayuno): amabilidad, variedad, sabor.",1
"Fue una experiencia muy agradable. Definitivamente un punto a favor que tuviera un Starbucks dentro del hotel. Tiene un gimnasio básico y la alberca es interior climatizada.  Pros: Espacios amplios, buen servicio al cliente, comida muy rica, en pleno centro de la ciudad, por lo que todo está muy accesible.  Contra: instalaciones viejas, la tina estaba tapada y tardaron en arreglarla, las sábanas nos provocaron una reacción alérgica (tal vez por la calidad del cloro que usan), no tiene buena ventilación y la calefacción nunca calentó la habitación.",1
el hotel estuvo excelente buena ubicación la cama muy cómoda y el personal muy profesional el bufete estuvo muy rico no me puedo quejar de nada si lo recomiendo sin duda regresaría al hotel de nuevo .,1
"Sobre las habitaciones no tengo queja alguna, todo muy cómodo y tranquilo el hotel, el desayuno por el precio si podria mejorar la variedad de lo ofrecido. En general, hotel recomendable, ideal para los que buscan tranquilidad y descansar",1
"A pesar de que fue remodelado ,el Hotel luce muy rezagado ,mobiliario viejo y servicio de room service muy deficiente,la señorita que atiende el room service estaba distraída y muerta de risa,seguramente platicando con otra persona y no muestra interés en atender .",0
"Las habitaciones son muy cómodas y cuentan con todo lo necesario para una buena experiencia, el  Personal del hotel todos muy amables, serviciales y simpáticos. El restaurante variado y productos de buena calidad, está súper bien ubicado y muy fácil de llegar. Sin duda volvería a este hotel y lo recomiendo ampliamente. 👏🏻👏🏻",1
"Muy buena ubicación, excelente atención tanto en recepción, restaurante, concierge, mantenimiento.  Las habitaciones invitan a disfrutar de la vista al ""cerro de la silla"", son amplias y cómodas, tienen conexión a intenet por lo que se puede trabajar en ellas sin ningún problema, muy limpias y con todas las comodidades: plancha, tv, sala de estar.  En el restaurante gran variedad de platillos, muy buen sazón, muy buena atención.  Para hacer deporte cuenta con caminadoras, escaladoras y piscina, instalaciones muy limpias",1
"Reservo en esta lugar por la cercanía de als oficinas en las que debo ver algunos asuntos de negocio, debo mencionar que la estancia es cómoda normal, el hotel cuenta con lo básico para mí, sin embargo aún y cuando mis estancias han sido en habitaciones remodeladas, se nota que el hotel es un poco viejo y en algunas ocasiones han descuidad la limpieza de los baños principalmente, sobre todo en mi última estancia, no contaban con la secadora y no dejan botellas de agua de cortesía.",0
"Todo muy bien, si acaso sugeriría ir cambiando mobiliario pues algunos empiezan a parecer ya viejos. La ubicación es excelente y las opciones alrededor muy variadas. Se puede ir caminando a los principales puntos turísticos del primer cuadro y acceso cercano al Metro. La piscina muy bien también. Al ser un hotel que era de otra cadena (Fiesta Americana) tiene buenas instalaciones, pero insisto en que habría que ir renovando el mobiliario.",1
"se disculparon conmigo y me enviaron chocolates y de verdad jamaz me quejo de nada pero un vidrio en la cama es peligroso y fuente de infeccion , e indica que no estan haciendo bien su trabajo o pagasn muy masl",0
Fue un buen y limpio hotel. Está en una buena área cerca de restaurants y transporte público. La vista de la Ciudad desde el cuarto fue fenomenal. Lo único que arruinó la experiencia fue que la piscina estaba fuera de servicio.,0
"Me pareció bueno nen general y aun y que estuve 2 noches, fui por motivos de trabajo y mi estancia fue casi nada más para dormir. Bien ubicado pero no me gusto que tienen un costo extra por el estacionamiento",1
El hotel es viejo habitaciones muy antiguas y casi sucias  El servicio es pésimo sobre todo al restaurante . Las prestaciones de ese hotel no tienen nada que Bern con los de la misma cadena en Ciudad de México.,0
"A una cuadra de la Macroplaza, este hotel es una excelente opción para quien desee conocer caminando el centro de Monterrey, sus museos, el palacio de Gobierno, el paseo Santa Lucía. El servicio es muy bueno, el buffet de desayuno delicioso y las camas muy cómodas.",1
Me gusto este hotel por su ha itacion amplia. limpia. y comida. El.desayuno Bufette es muy rico y variado así mismo a pesar de ser Bufette los.meseros son muy atentos así cono todo el.personal.del.hotel.Esprro regresar pronto y quedarme ahi mismo. Lo.recomiendo mucho.,1
"el hotel en general bien pero zonas muy viejas, por ejemplo los elevadores tardaban demasiado en subir y bajar fácilmente del piso 4 a lobby tardabas 5 a 6 minutos  el servicio de internet en los pasillo era bueno pero en las habitaciones Pesimo me canse de notiificar en recepcion y decian si funciona pero claro funcionaba en la recepcion en las habitaciones NO",0
"la estancia es muy agradable, las haitaciones amplias y comodas, la comida en el desayuno es muy variada y con buen sazon, solo el personal de estacionamiento es muy grosero, pedi un taxi y cuando llego nos trataron de una manera muy grosera, quizas tengan algun convenio con los taxis que ahi se estacionan pero uno es libre de elegir el tranporte que desee.",1
"deficiente el servicio la verdad...elevadores con tiempos inapropiados, el servicio de recepcion no es bueno , los encargados de vehiculos, no tienen cortesia en su trato, no tiene claro si pagaste o no, de cualquier manera te mandan a recepcion y ahi da inicio otra vez problema para cobro... lo rescatable es el buffet.... el sergicio de camaristas inapropiado, primero te llaman a la puerta porm la manañana y despues simplemente nop padsan a trabajar la habitacion.... me quede en el 520",0
"Notifique lo anterior a recepción y ni una llamada; fue el botones para ver el detalle y después nadie se comunicó conmigo para recibir uns explicación; estoy muy decepcionado con este hotel y lo pensaré dos veces antes de volver, la reclamación la pienso llevar a otro nivel",0
"Es un magnífico hotel para poder descansa y realizar eventos, todos son muy amables y te ayudan en lo que necesitas, las habitaciones muy limpias, y los servicios tanto de la habitación como del hotel en general es muy bueno",1
"Es espacioso, buen servicio y con una amplia gama de opciones para tener una estancia mas cómoda. El servicio de internet dejo de funcionar en un par de ocasiones, pero se restableció enseguida. Las tarjetas a veces no funcionaban como debían.",1
"Excelente ubicación, habitación de lujo 2 pantallas, sala y ventanal con vista muy agradable ambiente. El buffet variado, tiene starbucks dentro. Las instalaciones elegantes y cálidas. Recomendable. Puedes caminar hacia la Macroplaza seguro, tiene una plaza justo enfrente con muchas opciones de un cafecito.",1
"La cama fue lo mejor, finalmente uno va a descansar, por lo que ahí el detalle fue que si hay fiestas bodas xvs en el salón de eventos se escucha todo el ruido en el hotel, pero si vas entre semana esta bien, la alberca también esta bonita, los recepcionistas muy atentos, en general es un hotel muy bonito",1
"Me hospede en la suite presidencial, noveno piso, amigos, deberían de pedir esta habitación aunque sea caro, solo por experiencia, tiene una enorme ventana en la recamara principal, tiene dos pantallas, una sala, y sobre todo la vista que se tiene, es algo espectacular que les quiero compartir.",1
"Pasamos el fin de semana en este hotel. Esta muy buen ubicado y es muy accesible desde cualquier punto de la ciudad. Las habitaciones muy limpias y cómodas. El mobiliario es algo viejo y deben cambiar la alfombra, pero en general la experiencia fue agradable. El personal es muy amable.",1
"Fue excelente experiencia, el hotel muy bonito, las habitaciones recién remodeladas, la limpieza en los cuartos, el ambiente muy bueno en el bar, el restaurante muy rica la comida, muy atentos y muy serviciales el personal del hotel",1
"Los pros: me parecio un buen hotel, cuarto amplio y bonitas vistas, el desayuno esta rico, el centro de negocios muy agradable al igual que la alberca y gimnacio. Los contras es que por la noche apagan todo el hotel por fuera, llegue varios dias tarde y me pareci peligroso... y que nunca me volvieron a poner agua potable en la habitacion, solo cuando llegue...",1
"En general todo perfecto.El servicio es excelente, muy atentos todos. La vista desde la habitación es única (si pides habitación con vista a la calle) y está ubicado en el mejor lugar, TODO te queda cerca. Internet sin problemas. Solo mencionaría detalles como que el elevador truena al usarlo, y algo que no me gusto fue la poca variedad de platillos en su desayuno buffet.",1
"Excelente servicio, solo que también reserve por medio de la pagina oficial del hotel, una actividad extra y el personal del hotel no sabia nada de dicha actividad, hasta que el Concierge nos auxilio para poder contactar a la empresa,es lo único que tengo que observarles por todo lo demás excelente.",1
"El hotel tiene muy buena ubicación pero fuera de eso no tiene nada especial, no incluye desayuno y la puerta se trababa. Por el precio esperaría más comodidades. También me quisieron cobrar un estacionamiento y no traía carro",0
"Excelente servicio, la habitación es cómoda y amplia. El baño es bastante agradable y amplio. La televisión era un poco pequeña y además de eso sólo recomiendo que se arregle la cafetera de la habitación.",1
"Hotel muy bien ubicado sin embargo creo que las habitaciones les hace falta ya ser remodeladas, tienen alfombra a las cuales soy alérgico y quise pedir una sin alfombra por mi padecimiento a lo que me dijeron en recepción que si tenían pero tenían un costo extra de 800 pesos casi lo doble de lo que pague por noche.",0
"Este hotel esta ubicado en el centro de la ciudad de Monterrey y es perfecto para salir a conocer a pie todas las zonas emblemáticas de la ciudad. Esta frente a la Plaza Zaragoza, cruzando esta Catedral, esta al lado de la Plaza Morelos, lo que te imagines lo encuentras a la mano. Además cuenta con instalaciones remodeladas y hace que tu estancia sea de las experiencias mas agradables. Todo el personal es muy amable y servicial, te consienten mucho. Sin duda una gran opción para quedarse en Monterrey para los primeros visitantes que desean conocer el centro!",1
"Buena ubicación, buen servicio, buena fachada.  Mala vista, interior viejo, poca luz en general y el bar cierra temprano.  Si regresamos solo es por la ubicación y el servicio no tanto por el hotel, mantenimiento al ascensor.",1
"El servicio excelente, desde que llegamos hasta el último momento de la estancia,ubicación centrica que permite movilización a áreas cercanas rápidamente, limpieza en general. Solo que el agua de la piscina fría para estar ambientada.",1
"Excelente servicio e instalaciones impecables. Aunado a esto,la ubicación privilegiada. Personal atento y amable. Cerca hay muchos restaurantes y centros de entretenimiento,el barrio antiguo ya se reactivó y lo arreglaron,ahora el ambiente es muy movido y alegre a como era antes.",1
"El trato durante nuestra semana de hospedaje fue súper lindo, realmente no sentíamos en casa. Y la ubicación del hotel del hotel es sencillamente muy buenas, desde ahí nos podíamos mover caminando a casi todos!",1
"Habitaciones muy limpias, el trato del personal impecable, solo un detalle, las fiestas los fines de semana no dejan dormir, convendría arreglar esa situación ya que si es un poco incómodo que no pare la música hasta las tres de la mañana.",1
"Solo estuve una noche y me pareció un hotel limpio, agradable y con buen servicio, no tengo queja del personal ni del hotel, la ubicacion a unos pasos de la macroplaza es muy conveniente y el check in & out muy rápido. Volvería a hospedarme en este hotel.",1
"Hotel cerca de la macroplaza, buen lugar para descansar, es una buena opción para hospedarse en la ciudad de monterrey, cuenta con lo necesario para pasar una estancia agradable y visitar las zonas aledañas caminando.",1
"La fachada y las zonas comunes son bonitas, pero las habitaciones son demasiado viejas, las alfombras despiden un olor demasiado feo, el mobiliario es viejo y en malas condiciones y lo mas feo de la habitación es el baño (viejo, azulejos anticuados y el diseño es horrible). Demasiado caro para lo que realmente ofrecen.",0
"El hotel tiene una ubicación excelente en el centro de Monterrey, las habitaciones están algo viejas, les hace falta una remodelación, hubiera esperado que por el precio tuviera el desayuno incluido y no me pareció que me cobraran por el estacionamiento.",1
"Muy buen servicio, excelentes instalaciones y su personal cumple con mis expectativas con ganas de regresar pronto. Su comidas muy exquisitas les recomiendo los chiles en nogada. Mi esposa los disfruto muchisimo",1
"Excelente hotel, mucha amabilidad excelente ubicación es la segunda vez que me hospedo ahi, la proxima visita a monterrey sin duda me quedo ahi el buffet esta super rico, en la parte de atras estan como una plazita hay varias tiendas y lugarsitos donde comer",1
Estuve en Monterrey hace un par de semanas con mi prometida.. y decidimos hospedarnos en este hotel.. el cual estuvo muy bueno muy limpio el personal muy atento muy amable.. perfecto lugar para estar en tu visita a esta gran ciudad..,1
"Mi hotel favorito en la ciudad de Monterrey y cancun ,excelentes instalaciones su personal de los más amable y el restaurante riquísimo .  El hotel de monterrey tiene una vista de mirador encantadora definitivamente mi hotel favorito",1
"Buen servicio, buena ubicación, habitaciones cómodas.    Una estancia diferente... El piano de cola es lo mejor de ese hotel.    Fallaron cosas como el teléfono, el lavabo se tapó después que la mucama hubiera hecho el servicio.. en fin, son cosas que no se esperaban.",1
"En términos generales la estancia estuvo muy bien .... agradable la hospitalidad, atención por parte de Recepcion y demás personal... muy buena ubicación y por consiguiente rápido de llegar a donde quieras ir ... muy seguro",1
"Muy agradable las instalaciones del hotel, la atención del personal muy buena, las habitaciones muy comodas, el precio bueno, la ubicación me gusta.En general esta muy bien el hotel. Además el hotel muy tranquilo",1
"Muy buen servicio, muy amables y sobre todo excelente ubicación.  Lo que no me gustó fueron las alfombras, ya que considero que este tipo de cubiertas en el suelo son un foco de infección y de alergias.",1
Es un muy buen hotel. Con la calidad de los Fiesta Americana. Moviliario moderno. Habitaciones amplias. Muy buen servicio. Exelente ubicacion. Centrico. El restaurante con muy buena comida y variado. Los meseros muy amables. Lo unico que no me gusto fue la regadera con la puerta algo incomodo para abrir.  Pero si regresaria.,1
"Muy agradable mi estancia en el Hotel Krystal Monterrey, la habitación que me toco muy limpia, completamente nueva, muebles y decoración, la atención del personal excelente, desde la recepción, restaurante, servicios a la habitación y limpieza, te recomiendo que te hospedes en el Hotel Krystal Monterrey, sin duda te va a encantar",1
"habitaciones Limpias, amplias, descanso confortable, desconozco como estarán las demás habitaciones pero en la que me quede estaba muy bien, necesario decir que no era la estándar, espero todas las habitaciones estén asi de amplias , limpias y confortables",1
"A simple vista es un hotel muy viejo le hace falta mantenimiento a todo, lo que me toco a mi: Alberca fuera de servicio, goteras en lavabo y tina, sanitario manchado, el elevador se atoró en una ocasión.",0
Magnífica ubicación. Excelente opción!!! Únicamente sugiero mejorar el proceso del valet parking si llevas auto ya que hay que pagar por día el estacionamiento e ir a sellar a recepción antes de salir cada vez que lo ocupas,1
"Sin ser un edificio lujoso, recién remodelado, guarda una excelente ubicación en el centro de la ciudad de Monterrey, desde allí puedes llegar caminando a la Macroplaza, al paseo Santa Lucia, a una cuadra de la calle peatonal que corre hasta el barrio Antiguo, la Catedral, Parque fundidora, Museos , resaturantes, la línea 1 del metro, etc, etc, INMEJORABLE!!, volviendo a las instalaciones del hotel, están limpias consistentemente, sin problemas en los servicios, Wi FI, tel, limpieza de habitación, y por sobre todo la atención de su personal, concierge, recepción, restaurante, mención aparte la persona que nos ayudaba con la limpieza de la habitación siempre atenta a nuestras dudas y necesidades.  mencionar también que justo enfrente del edificio existe una plazuela donde puedes presenciar o anotarte en sus clases de Danzón o sentarte en sus bancas a disfrutar del clima.  Sin lugar a dudas será el Hotel de mi siguiente visita a Monterrey!",1
"Desde mi particular punto de vista creo que es inadmisible encontrar cucarachas muertas dentro de la habitación, ojalá pongan atención ya que nos hace llevarnos un mal sabor de boca; por lo demás muy bien.",0
"Las habitaciones no están a la altura del precio, Fui al hotel porque me quedaba cerca de la macroplaza y toda la demás zona turística de Monterrey, tenía un festival de música y tu sabes vas a estar en el festival todo el día lo menos que necesitas es llegar a tu cuarto y que a las dos de la mañana te despierte un ruido de agua y que ZAS! tu baño se está inundando, SI avise inmediatamente por teléfono (hasta el tercer intento me contestaron la llamada) se tardaron un poco en llegar solo entro un señor a ver si era cierto y luego se fue sin decirme NADA luego se tardo como 10 minutos para todo eso yo ya aliste todas mis maletas porque TODAS MIS COSAS SE IBAN A MOJAR no sabia que pasaba eran las 2AM y nadie ni siquiera una llamada de ya estamos en eso En fin solo me llamaron después para decirme ¿Sabia que su habitación se esta inundando y por eso la vamos a tener que cambiar? -YO LES LLAME PARA NOTIFICAR para esto eran las 2:30AM solo les dije si y me cambiaron de cuarto.    Ah y si piden algo de room service nunca tienen lo que esta en el menú en mi caso era un brownie con helado y no tenian y en otro desayuno que pedí decía que llevaba yogurt y no lo pusieron yo tuve que llamar para que me lo llevarán.",0
Lo único que no me gustó del hotel es que las chicas que preparan los cafés starbucks en la recepción no conocn bien sus máquinas ni los modos de preparación.  Pedí un café americano a base de expresso tamaño Venti y la chica me entregó un expresso de tamaño Venti. Lo que no se le olvidó fue cobrarme los $54.,1
"Las habitaciones son muy confortables y cuentan con cada detalle necesario para descansar y pasar un buen hospedaje, es una muy buena relación calidad-precio, uno de los mejores hoteles en el centro de la ciudad.",1
"No se respetó el precio de mi recervacion, el refrigerador no servía, les reporte un problema con las persianas y no lo atendieron rápido, la habitación que reserve no me la entregaron.    El servicio de buffet si estuvo excelente",0
"Muy bonitos cuartos y recién renovado, muy cómodo y extra céntrico, lo único que fallan mucho son los elevadores, pero de ahí en fuera, excelente hotel, a muy buen precio. está al lado de otro llamado Monterrey y es mucho mejor este al mismo costo",1
"Gracias a todos por su excelente actitud de servicio, por sus atenciones y toda su ayuda, acudi al Hellow Festival y quede invitado a regresar y hospedarme con ustedes, lo único que si fue un inconveniente es que no tengan un área habilitada para fumadores.",1
"llegar a descansar y poder ver un poco de TV, ese es el problema que se me presento, muy MALA señal de su sistema de cable. Deben de poner más atención en eso. Ocupe la habitación 814. Gracias por el servicio.",1
"Las habitaciones son más amplias y cómodas que en otros hoteles del mismo rango de precios en la zona. Aunque no es un hotel nuevo esta en muy buenas condiciones y su ubicación en el centro de Monterrey es excelente.    El personal es muy servicial y atento aunque el servicio a la habitación puede tratar un poco más de lo habitual.    Vale la pena comentar que está ubicado a sólo quince minutos a pie del CAS (para trámite de visa a E. U.)    En resumen, tiene una excelente relación calidad precio y me parece una opción digna de considerar al momento de planear una estancia en el centro de Monterrey.",1
"Gran experiencia toda mi estadía, buen restaurante y muy bonitas instalaciones...mi próxima visita  a monterrey este será mi primera opción.  Esta cerca de todas las atracciones de la ciudad y centros comerciales.",1
"Excelente servicio, muy limpio, muy rapido el priceso de check in, alberca agradable, personal muy atento y servicial, habitaciones limpias, excelente ubicacion, excelente restaurante y comida, excelente servicio al cliente",1
"Decidí hospedarme ahí porque había escuchado y leído buenos comentarios (a pesar que no me quedaba tan cerca o caminando del cintermex) y mi estadía no fue desagradable sólo que me tocó una habitación y piso de las que aún no remodelan y aunque el mobiliario está en excelente estado de conservación luce pasado de moda, el piso con alfombra lo hace ver aún más, además que el color es uva y roba mucha luz a la habitación más los tonos grises de las cortinas se ve algo oscuro y un poco viejo cuando uno entra a la habitación, y es la misma percepción cuando sales del elevador hacia tu habitación, los pasillos lucen tristes y oscuros la cama es muy comoda y todo funciona perfecto además que todo estuvo muy limpio, la atención del personal es de primera todos muy amables, sonrientes y atentos a lo que necesites, el desayuno Buffet bastante bueno, muy rico y muy variado. La ubicación está perfecta si te gusta caminar en las calles del centro y esta a unos minutos de la macroplaza donde puedes emprender el camino por el ""paseo Santa lucia"" y llegar hasta el parque fundadora. En taxi estás a 10 minutos del Centro de Convenciones Cintermex. Pienso que cuando terminen de remodelarlo será una excelente alternativa.",0
"buen servicio, la tina de baño sucia y con animales, encontré una cucaracha pequeña y dejan servicio para una taza de café pero no dejan una botella de agua pequeña como cortesía como en otros hoteles.",1
"Todo el personal del hotel está siempre atento a las mínimas necesidades de los huéspedes, desde el personal de recepción y en especial los encargados del restaurante, los desayunos son con un recomendable bufete",1
"Solo separé una noche porque el trramite de la visa requería dos dias en Mty. Lo elegimos porque era el mejor precio de un hotel decente cerca del CAS y fué tal nuestra sopresa que nos gustó tanto el hotel que nos quedamos 3 noches. Ubicado a muy pocos pasos de la macroplaza y del pasaje morelos y barrio antiguo. El taxi al consulado no fue tan caro $80 pesos y eso que si está realmente lejos del centro de Mty. Habitaciones amplias, camas y almohadas super cómodas y baños limpios. Cabe hacer mencion que el hotel esta siendo renovado y nos tocó en una habitacion ""antigua"" no quiero ni imaginar las nuevas habitaciones. El plus el buffet del restaurante delicioso todo y la atención desde el valet parking hasta el restaurante todo excelente. Me volveria a hospedar ahi.",1
